KEY,en,notes,sp,fr,de,it,pt-br
EABILITY_D6KNIVES_NAME,4 : Knives,,4 : Ножі,4&nbsp;: Couteaux,4 : Messer,4: Coltelli,4 : Facas
EABILITY_D6QUAKE_NAME,4 : Quake,,4 : Землетрус,4&nbsp;: Séisme,4 : Beben,4: Terremoto,4 : Terremoto
EABILITY_D6STORM_NAME,5 : Storm,,5 : Буря,5&nbsp;: Tempête,5 : Sturm,5: Tempesta,5 : Tempestade
EABILITY_D6WRATH_NAME,6 : Wrath,,6 : Гнів,6&nbsp;: Colère,6 : Zorn,6: Ira,6 : Ira
EABILITY_ROLLDICE_NAME,Roll!,,Кувирок!,Roule&nbsp;!,Wurf!,Tira!,Cambalhota!
EABILITY_SHOVE_NAME,Shove,,Штовх,Bourrade,Schubsen,Spinta,Encontrão
EABILITY_POISONKNIFE_NAME,Poison Knife,,Отруйний ніж,Couteau empoisonné,Giftmesser,Coltello Avvelenato,Faca Envenenada
EABILITY_HEALBOMB_NAME,Heal Bomb,,Лікувальна бомба,Bombe de soin,Heilbombe,Bomba Curativa,Bomba de Cura
EABILITY_MASSHEAL_NAME,Mass Heal,,Масове зцілення,Soin de masse,Massenheilung,Cura di Massa,Cura em Massa
EABILITY_CHAINDASH_NAME,Chain Dash,,Ланцюговий ривок,Charge en chaîne,Mehrfachansturm,Scatto a Catena,Impulso Encadeado
EABILITY_SHADOWDAGGER_NAME,Shadow Dagger,,Тіньовий кинджал,Dague de l'ombre,Schattenmesser,Pugnale d'Ombra,Adaga Sombria
EABILITY_GLARE_NAME,Glare,,Погляд,Regard noir,Schlangenblick,Abbagliamento,Brilho
EABILITY_BLOW_NAME,Blow,,Удар,Choc,Hieb,Soffio,Assoprão
EABILITY_HEALINGWORD_NAME,Healing Word,,Слово зцілення,Mot guérisseur,Heilendes Wort,Parola Curativa,Palavra Curativa
EABILITY_BEARTRAP_NAME,Bear Trap,,Ведмежа пастка,Piège à ours,Bärenfalle,Trappola per Orsi,Armadilha de Urso
EABILITY_SPIN_NAME,Spin,,Оберт,Tour,Wirbel,Rotazione,Giro
EABILITY_DASH_NAME,Dash,,Ривок,Impulsion,Ansturm,Scatto,Impulso
EABILITY_LICK_NAME,Lick,,Лизнути,Léchouille,Schlecker,Leccata,Lambida
EABILITY_SPITGLASS_NAME,Spit Glass,,Плюнути склом,Crachat de verre,Glas spucken,Sputo di Vetro,Cuspir Vidro
EABILITY_SIRENCALL_NAME,Siren Call,,Клич сирени,Chant de sirène,Sirenengesang,Richiamo della Sirena,Canto da Sereia
EABILITY_FURYSWIPES_NAME,Fury Swipes,,Люті удари,Frappes furieuses,Kratzfurie,Zampate di Furia,Golpes Furiosos
EABILITY_HITLERSWIPES_NAME,Führer Swipes,,Замахи Führer,Frappes de Führer,Kratzführer,Zampate del Führer,Golpes do Führer
EABILITY_CHUMSHOT_NAME,Chum Shot,,Постріл приманою,Tir allié,Köderschuss,Colpo di Pastura,Disparo Amigável
EABILITY_CHUMDASH_NAME,Chum Dash,,Ривок із приманою,Charge alliée,Köderansturm,Scatto di Pastura,Impulso Amigável
EABILITY_SCATTER_NAME,Scatter.,,Розбігтись.,Dispersion.,Auseinander.,Disperdetevi.,Espalhamento.
EABILITY_HIDE_NAME,Hide.,,Сховайся.,Cachez-vous.,Verstecken.,Nascondetevi.,Esconder.
EABILITY_MEATTENTACLE_NAME,Meat Tentacle,,М'ясне щупальце,Viande de tentacule,Fleischtentakel,Tentacolo di Carne,Tentáculo de Carne
EABILITY_LITTER_NAME,Litter,,Помет,Détritus,Streu,Lettiera,Jogar Lixo
EABILITY_WIGGLE_NAME,Wiggle,,Ворушіння,Trémoussage,Wackel,Dimenamento,Balançada
EABILITY_MEATMINION_NAME,Meat Minion,,М'ясний міньйон,Viande de serviteur,Fleischdiener,Servitore di Carne,Servo de Carne
EABILITY_BLOATYEXPLODE_NAME,Explode,,Вибухнути,Explosion,Explodieren,Esplosione,Explosão
EABILITY_BLOATYEXPLODE_DESC,he explode,,він вибухає,Une explosion.,er macht Bumm,lui esplode,ele faz bum
EABILITY_SPAWNDIP_NAME,Spawn Dip,,Заспавнити Dip,Invocation de caca,Köttel rufen,Generazione Cacchina,Gerar Caquinha
EABILITY_LEECHDASH_NAME,Leech Dash,,Ривок п'явки,Charge de sangsue,Blutegelansturm,Scatto della Sanguisuga,Impulso Sanguessuga
EABILITY_BUMBLEJUMP_NAME,Bumble Jump,,Незграбний стрибок,Saut de ver glouton,Bummelsprung,Bubbosalto,Salto Confuso
EABILITY_FEAST_NAME,Feast,,Пир,Festin,Festmahl,Banchetto,Banquete
EABILITY_BONESPURT_NAME,Bone Spurt,,Викид кісток,Jet d'os,Knochensporn,Schizzo d'Ossa,Esporão Ósseo
EABILITY_ROCKSONG_NAME,Rock Song,,Кам'яна пісня,Morceau de rock,Steinlied,Canzone della Roccia,Canção de Rock
EABILITY_CHUBSPIN_NAME,Chub Spin,,Оберт Чаба,Toupie moignon,Chub-Wirbel,Trottola di Chubs,Giro Gorduroso
EABILITY_NUKE_NAME,Nuke,,Ядерний удар,Bombe nucléaire,Atombombe,Bomba Nucleare,Nuclear
EABILITY_NUBFLUB_NAME,Nub Flub,,Nub Flub,Bourde moignon,Nub-Sprung,Pasticcio di Flubs,Catotada
EABILITY_FLUSH_NAME,Flush,,Змив,Chasse d'eau,Spülung,Sciacquone,Descarga
EABILITY_TENTICKLES_NAME,Ten Tickles,,Десять лоскотів,Tentaccule,Kitzler,Solletico Tentacolare,Dez Cócegas
EABILITY_BOTTOMSUP_NAME,Bottoms Up,,До дна!,Cul sec,Prost,Cin Cin,Inversão
EABILITY_BOTTOMSUP_DESC,Gain 5HP. Can only be used when standing in water.,,Надає +5 ОЗ. Можна використовувати лише коли стоїте у воді.,Confère PV&nbsp;+5. Ne peut être utilisé que dans l'eau.,Erhalte 5&nbsp;LP. Kann nur im Wasser verwendet werden.,Ottieni 5 PS. Può essere usato solo stando in acqua.,Obtenha 5 PV. Só pode ser utilizado na água.
EABILITY_LOBBEDWATERSHOT_NAME,Lobbed Water Shot,,Закидний водяний постріл,Tir aquatique en cloche,Wasserschuss,Tiro d'Acqua a Parabola,Disparo Aquático em Arco
EABILITY_LOBBEDWATERSHOT_DESC,Lobbed Water attack.,,Закидна водяна атака.,Attaque aquatique en cloche.,"Ein Wasserangriff, der Hindernisse ignoriert.",Attacco d'acqua a parabola.,Ataque Aquático em Arco.
EABILITY_DISGUISE_NAME,Disguise,,Маскування,Déguisement,Tarnung,Travestimento,Disfarce
EABILITY_COUNTERSPELL_NAME,Counterspell,,Контрзаклинання,Contre-sort,Zauberkonter,Controincantesimo,Contrafeitiço
EABILITY_COUNTERSPELL_DESC,"Counter the next spell an enemy casts.
If counterspell isn't triggered by your next turn, absorb it to gain +2 Damage and +2 All Stats Up.",,"Перехопіть наступне заклинання, яке застосує ворог.
Якщо контрзаклинання не спрацює до вашого наступного ходу, поглиньте його, щоб отримати +2 до шкоди та +2 до всіх характеристик.","Contre le prochain sort ennemi. Si le contre-sort ne se déclenche pas d'ici votre prochain tour, vous l'absorbez pour gagner Dégâts&nbsp;+2 et Hausse de stats&nbsp;+2.","Kontert den nächsten Zauber, den ein Gegner wirkt.
Wenn Zauberkonter bis zu deinem nächsten Zug nicht ausgelöst wurde, erhalte +2&nbsp;Schaden und +2&nbsp;Bonus auf alle Attribute.","Contrasta il prossimo incantesimo lanciato da un nemico.
Se il controincantesimo non viene attivato entro il tuo prossimo turno, lo assorbi e ottieni +2 al Danno e +2 Aumento delle Statistiche.","Contra-ataca o próximo encantamento lançado por um inimigo.
Se o contrafeitiço não for ativado no seu próximo turno, absorva-o para obter +2 de dano e +2 em todos os atributos."
EABILITY_BRAINMISSLE_NAME,Brain Missile,,Мозкова ракета,Missile psy,Hirnrakete,Missile Mentale,Míssil Cerebral
EABILITY_BRAINMISSLE_DESC,Shoot an infinite-range projectile that can't miss.,,"Запустіть снаряд на необмежену відстань, який не може промахнутися.",Tire un projectile à portée infinie qui ne rate jamais sa cible.,"Feuere ein Geschoss mit unendlicher Reichweite ab, das nicht verfehlen kann.",Spara un proiettile a raggio d'azione infinito che non può mancare il bersaglio.,Dispare um projétil de alcance infinito que não pode errar.
EABILITY_ACIDSHOT_NAME,Acid Shot,,Кислотний постріл,Tir acide,Säureschuss,Colpo Acido,Disparo Ácido
EABILITY_SUCK_NAME,Suck,,Всмоктати,Aspiration,Sauger,Risucchio,Sugar
EABILITY_SUCK_DESC,"Inhale a unit, then spit it out.",,"Всмокніть юніта, а потім виплюньте його.","Aspire une unité, puis la recrache.",Atme eine Einheit ein und spucke sie anschließend aus.,Inala un'unita e poi la sputa via.,Inale uma unidade e então cuspa-a.
EABILITY_WOLFLEAP_NAME,Wolf Leap,,Вовчий стрибок,Bond de loup,Wolfsprung,Salto del Lupo,Salto do Lobo
EABILITY_DOOM_NAME,DOOM,,Загибель,MALHEUR,TODESURTEIL,SCIAGURA,PERDIÇÃO
EABILITY_LEECHES_NAME,Leeches,,П'явки,Sangsues,Blutegel,Sanguisughe,Sanguessugas
EABILITY_LEAVE_NAME,Leave,,Покинути,Partir,Verlassen,Esci,Partir
EABILITY_RETURN_NAME,Return,,Повернутися,Revenir,Rückkehr,Ritorna,Retornar
EABILITY_SPIDERSPAWN_NAME,Spider Spawn,,Заспавнити павука,Invocation d'araignée,Spinne rufen,Generazione Ragno,Gerar Aranha
EABILITY_WEB_NAME,Web,,Павутина,Toile,Netz,Ragnatela,Teia
EABILITY_SPAWNSPIDERLING_NAME,Spawn Spiderlings,,Заспавнити павученят,Invocation de jeunes araignées,Spinnenlinge rufen,Generazione Ragnetti,Gerar Aranhinhas
EABILITY_GOINSANE_NAME,Go Insane!,,Зійди з розуму!,Perds la raison&nbsp;!,Durchdrehen!,Impazzisci!,Enlouquecer!
EABILITY_CALMDOWN_NAME,Calm Down!,,Заспокойся!,On se calme&nbsp;!,Beruhigen!,Calmati!,Acalmar-se!
EABILITY_BUTTWEB_NAME,Butt Web,,Павутина з дупи,Toile du cul,Arschnetz,Ragnatela del Sedere,Teia de Bumbum
EABILITY_FLIP_NAME,Flip,,Перевернути,Flip flap,Flip,Capriola,Virada
EABILITY_FART_NAME,Fart,,Пукнути,Pet,Furz,Scoreggia,Pum
EABILITY_SPAWNWISP_NAME,Spawn Wisp,,Заспавнити вогника,Invocation de feu follet,Irrlicht rufen,Generazione Fuoco Fatuo,Gerar Fogo-Fátuo
EABILITY_BOMBTOSS_NAME,Bomb Toss,,Кинути бомбу,Lancer de bombe,Bombenwurf,Lancio di Bomba,Lançamento de Bomba
EABILITY_CONVERT_NAME,Convert,,Перетворити,Conversion,Konvertieren,Conversione,Conversão
EABILITY_ZEALOT_NAME,Zealot,,Ревнівець,Zélote,Fanatiker,Zelota,Fanatismo
EABILITY_BONESHOT_NAME,Bone Shot,,Кістяний постріл,Tir d'os,Knochenschuss,Colpo d'Ossa,Disparo Ósseo
EABILITY_SANDRUSH_NAME,Sand Rush,,Піщаний ривок,Charge sableuse,Sandrausch,Scatto di Sabbia,Ataque de Areia
EABILITY_EAT_NAME,Eat,,З'їсти,Manger,Essen,Mangia,Comer
EABILITY_POISONATTACK_NAME,Poison Attack,,Отруйна атака,Attaque empoisonnée,Giftangriff,Attacco Velenoso,Ataque Venenoso
EABILITY_STING_NAME,Sting,,Ужалити,Piqûre,Stich,Puntura,Ferroada
EABILITY_GRAPPLE_NAME,Grapple,,Схопити,Baston,Zupacken,Grappino,Agarrão
EABILITY_SHOOTGUN_NAME,Shoot Gun,,Вистрілити з пістолета,Tir de fusil,Revolver,Colpo di Pistola,Disparo de Arma
EABILITY_RELOAD_NAME,Reload,,Перезарядити,Recharge,Nachladen,Ricarica,Recarregamento
EABILITY_HUG_NAME,Hug,,Обійняти,Câlin,Umarmung,Abbraccio,Abraço
EABILITY_DROPCAT_NAME,Drop Cat,,Кинути кота,Lâcher de chat,Katze fallen lassen,Rilascio del Gatto,Soltar Gato
EABILITY_CATSLAP_NAME,Cat Slap,,Котячий ляпас,Baffe de chat,Katzenschlag,Schiaffo del Gatto,Tapa Felino
EABILITY_BIGSPIN_NAME,Big Spin,,Великий оберт,Grand tour,Großer Wirbel,Grossa Rotazione,Grande Giro
EABILITY_RADIATE_NAME,Radiate,,Випромінювати,Rayonnement,Ausstrahlen,Irradiazione,Irradiar
EABILITY_CRACKLE_NAME,Crackle,,Іскритися,Crépitement,Knistern,Crepitio,Estalo
EABILITY_BLESS_NAME,Bless,,Благословити,Grâce,Segnen,Benedizione,Abençoar
EABILITY_FEELGOODDRUGS_NAME,Feel Good Drugs,,Препарати для гарного самопочуття,Drogues agréables,Das gute Zeug,Medicine del Buonumore,Drogas Boas
EABILITY_FEELBADDRUGS_NAME,Feel Bad Drugs,,Препарати для поганого самопочуття,Drogues désagréables,Das schlechte Zeug,Medicine del Malumore,Drogas Ruins
EABILITY_RECHARGE_NAME,Recharge,,Перезарядка,Recharger,Aufladen,Alimentazione,Recarga
EABILITY_KILLDOZE_NAME,Killdoze,,Вбивчий сон,Killdoze,Killdozer,Killdoze,Devastação
EABILITY_GUNKBALL_NAME,Gunk Ball,,Слизова куля,Boule de crasse,Schmierball,Palla di Poltiglia,Bola de Gosma
EABILITY_TELEKENESIS_NAME,Telekinesis,,Телекінез,Télékinésie,Telekinese,Telecinesi,Telecinese
EABILITY_MINDCONTROL_NAME,Mind Control,,Контроль розуму,Contrôle psychique,Gedankenkontrolle,Controllo Mentale,Controle Mental
EABILITY_MAGICMISSLE_NAME,Magic Missile,,Магічна стріла,Missile magique,Magisches Geschoss,Missile Magico,Míssil Mágico
EABILITY_MINDBLAST_NAME,Mind Blast,,Вибух розуму,Frappe psychique,Gedankenexplosion,Esplosione Mentale,Explosão Mental
EABILITY_MEGAMINDBLAST_NAME,Mega Mind Blast,,Мега вибух розуму,Méga frappe psychique,Riesige Gedankenexplosion,Mega Esplosione Mentale,Mega Explosão Mental
EABILITY_SPROUT_NAME,Sprout,,Проростання,Pousse,Schössling,Germoglio,Broto
EABILITY_QUAKEJUMP_NAME,Quake Jump,,Стрибок землетрусу,Saut sismique,Bebensprung,Salto Sismico,Pulo Terremoto
EABILITY_HEALINGGAS_NAME,Healing Gas,,Цілющий газ,Gaz guérisseur,Heilgas,Gas Curativo,Gás Curativo
EABILITY_THORNUP_NAME,Thorn Up,,Посилення шипів,Pic et pic,Dornen hoch,Spina +,Espinhamento
EABILITY_SHOT_NAME,Shot,,Вистріл,Tir,Schuss,Colpo,Disparo
EABILITY_CONSUME_NAME,Consume!,,Поглинути!,Consommation,Konsumieren!,Consuma!,Consumir!
EABILITY_PUKEWAVE_NAME,Pukewave,,Хвиля Блювоти,Vague de vomi,Kotzwelle,Onda di Vomito,Onda de Vômito
EABILITY_CRATERHOWL_NAME,Crater Howl!,,Вій Кратера!,Cri étourdissant,Kraterheuler!,Ululato di Cratere!,Uivo de Cratera!
EABILITY_RAMPAGE_NAME,Rampage!,,Буйство!,Tout saccager&nbsp;!,Randale!,Furia Distruttiva!,Tumulto!
EABILITY_FURY_NAME,Fury,,Лють,Furie,Furie,Furore,Fúria
EABILITY_HOTPOKE_NAME,Hot Poke,,Гарячий Укол,Pichenette brûlante,Heißer Stich,Pizzico Bollente,Ferro Quente
EABILITY_TUMORTHROW_NAME,Tumor Throw,,Метання Опухлини,Lancer tumoral,Tumorwurf,Lancio del Tumore,Lançamento de Tumor
EABILITY_WHISPER_NAME,Whisper,,Шепіт,Murmure,Flüstern,Sussurro,Sussurro
EABILITY_TWISTINGFLAMES_NAME,Twisting Flames,,Закручені Полум'я,Flammes ondulantes,Verdrehte Flammen,Fiamme Torcenti,Chamas Esvoaçantes
EABILITY_TUMORDASH_NAME,Tumor Dash,,Ривок Опухлини,Charge tumorale,Tumoransturm,Scatto del Tumore,Impulso de Tumor
EABILITY_SPITLAVA_NAME,Spit Lava,,Плюнути Лавою,Crachat de lave,Lava spucken,Sputa Lava,Cuspir Lava
EABILITY_ZORP_NAME,Zorp,,Zorp,Zorp,Zorp,Zorp,Zorp
EABILITY_DETECT_NAME,Detect,,Виявлення,Détection,Aufspüren,Individuazione,Detecção
EABILITY_SHEILDSUP_NAME,Shields Up,,Щити Вгору!,Levée de boucliers,Schilde hoch,Scudi +,Escudos Erguidos
EABILITY_ANNIHILASER_NAME,Annihilaser,,Annihilaser,Annihilaser,Vernichtungslaser,Annichilaser,Aniquilaser
EABILITY_MDASH_NAME,M-Dash,,M-Dash,M-Impulsion,M-Ansturm,Scatto-M,Impulso-M
EABILITY_BEAMIN_NAME,Beam In,,Променевий Телепорт,Rayon,Reinbeamen,Teletrasporto,Raio Interno
EABILITY_MSHEILD_NAME,M-Shield,,M-Shield,Bouclier-M,M-Schild,Scudo-M,Escudo-M
EABILITY_PRIMEBLAST_NAME,Prime Blast,,Прайм-Вибух,Explosion primordiale,Urknall,Esplosione Primaria,Explosão Primordial
EABILITY_HOWL_NAME,Howl,,Виття,Hurlement,Heuler,Ululato,Uivar
EABILITY_CHARM_NAME,Charm,,Зачарування,Envoûtement,Charme,Ammaliamento,Feitiço
EABILITY_CERBERUBFLUB_NAME,Cerberub Flub,,Cerberub Flub,Bourde de cerbère moignon,Zerbussiflups,Flub di Decerbero,Erro de Cerberub
