KEY,en,notes,sp,fr,de,it,pt-br
TEAMNAME_ADJECTIVE_JESTER9,Mocking,,Глузливий,moqueurs|moqueuses,Spöttischen,Beffardi|Beffarde,Zombeteiros|Zombeteiras
TEAMNAME_ADJECTIVE_JESTER10,Rainbow,,Райдужний,arcs-en-ciel,format2|Regenbogen,Arcobaleno,Arco-Íris
TEAMNAME_ADJECTIVE_JESTER11,Chuckling,,Пiдсмiхуючийся,amusés|amusées,Glucksenden,Sorridenti,Risonhos|Risonhas
TEAMNAME_ADJECTIVE_JESTER12,Snickering,,Пiдсмiюючийся,narquois|narquoises,Kichernden,Lieti|Liete,Joviais
TEAMNAME_ADJECTIVE_JESTER13,Smiling,,Усмiхнений,souriants|souriantes,Lächelnden,Ilari,Sorridentes
TEAMNAME_ADJECTIVE_JESTER14,Gay,,Веселий,gais|gaies,Fröhlichen,Gioiosi|Gioiose,Alegres
TEAMNAME_ADJECTIVE_MISC0,Purrrfect,,Муррфектний,parrrfaits|parrrfaites,Schnurrenden,Miaosi|Miaosette,Purrrfeitos|Purrrfeitas
TEAMNAME_ADJECTIVE_MISC1,Fluffy,,Пухнастий,duveteux|duveteuses,Fluffigen,Pelosetti|Pelosette,Fofinhos|Fofinhas
TEAMNAME_ADJECTIVE_MISC2,format2|{Catname's},,format2|{Catname's},format2|{Catname} et les,Namhaften,di {Catname},format2|de {Catname}
TEAMNAME_ADJECTIVE_MISC2_M,,,,,,,
TEAMNAME_ADJECTIVE_MISC2_F,,,,,,,
TEAMNAME_ADJECTIVE_MISC2_N,,,,,,,
TEAMNAME_ADJECTIVE_MISC3,format2|{Catname} and the,,format2|{Catname} and the,format2|{Catname} et les,Abgefahrenen,format2|{Catname} e,format2|{Catname} e os
TEAMNAME_ADJECTIVE_MISC3_M,,,,,,,
TEAMNAME_ADJECTIVE_MISC3_F,,,,,,,
TEAMNAME_ADJECTIVE_MISC3_N,,,,,,,
TEAMNAME_NOUN_FIGHTER0,Lunks,,Грубiани,Balourds|male,Blödiane,I Gorilloni,Brutos|male
TEAMNAME_NOUN_FIGHTER1,Bros,,Брати,Frères|male,Bros,I Fratelli,Irmãos|male
TEAMNAME_NOUN_FIGHTER2,Fists,,Кулаки,Poings|male,Fäuste,I Pugni,Punhos|male
TEAMNAME_NOUN_FIGHTER3,Bruisers,,Бiйцi,Castagneurs|male,Schlägertypen,I Picchiatori,Agressores|male
TEAMNAME_NOUN_FIGHTER4,Fists,,Кулаки,Poings|male,Fäuste,I Cazzotti,Punhos|male
TEAMNAME_NOUN_FIGHTER5,Dolts,,Дурнi,Sans-cervelles|male,Tölpel,Gli Imbranati,Tolos|male
TEAMNAME_NOUN_FIGHTER6,Heroes,,Героï,Héros|male,Helden,Gli Eroi,Heróis|male
TEAMNAME_NOUN_FIGHTER7,Alphas,,Альфи,Alphas|male,Alphas,Gli Alfa,Alfas
TEAMNAME_NOUN_FIGHTER8,Jocks,,Атлети,Athlètes|male,Sportskanonen,I Palestrati,Atletas
